_id,co_uf,no_uf,ano,variavel,social_categoria,social_subcategoria,valor
581,24,RN,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,302720.0
582,24,RN,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,243606645.0
583,24,RN,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,964.18
584,24,RN,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,292522.0
585,24,RN,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,288424121.0
586,24,RN,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1058.38
587,24,RN,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,321710.0
588,24,RN,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,330812114.0
589,24,RN,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1142.92
590,24,RN,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,338424.0
591,24,RN,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,383736583.0
592,24,RN,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1309.59
593,24,RN,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,349608.0
594,24,RN,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,447792800.0
595,24,RN,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1520.78
596,24,RN,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,364751.0
597,24,RN,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,543066280.0
598,24,RN,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1779.33
599,24,RN,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,361550.0
600,24,RN,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,637742452.0
601,24,RN,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1913.52
602,24,RN,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,362805.0
603,24,RN,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,693467871.0
604,24,RN,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1970.33
605,24,RN,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,356405.0
606,24,RN,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,700193440.0
607,24,RN,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2027.47
608,24,RN,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,343838.0
609,24,RN,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,715637136.0
610,24,RN,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2122.73
611,24,RN,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,345007.0
612,24,RN,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,719679672.0
613,24,RN,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2169.33
614,24,RN,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,357062.0
615,24,RN,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,759785887.0
616,24,RN,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2246.03
617,24,RN,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,339308.0
618,24,RN,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,788541911.0
619,24,RN,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,669.95
620,24,RN,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,363563.0
621,24,RN,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,228274570.0
622,24,RN,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1109.89
623,24,RN,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,370049.0
624,24,RN,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,406197165.0
625,24,RN,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3346.79
626,24,RN,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,503878.0
627,24,RN,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1689746616.0
628,25,PB,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,865.16
629,25,PB,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,273135.0
630,25,PB,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,180295664.0
631,25,PB,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,816.02
632,25,PB,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,337001.0
633,25,PB,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,240156550.0
634,25,PB,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,780.61
635,25,PB,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,406904.0
636,25,PB,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,300484368.0
637,25,PB,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,855.56
638,25,PB,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,416863.0
639,25,PB,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,354791990.0
640,25,PB,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1014.7
641,25,PB,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,410707.0
642,25,PB,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,420649317.0
643,25,PB,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1099.64
644,25,PB,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,444729.0
645,25,PB,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,477101969.0
646,25,PB,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1171.14
647,25,PB,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,450525.0
648,25,PB,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,529979555.0
649,25,PB,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1329.55
650,25,PB,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,487803.0
651,25,PB,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,633403412.0
652,25,PB,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1554.29
653,25,PB,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,506234.0
654,25,PB,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,773695346.0
655,25,PB,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1880.44
656,25,PB,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,506450.0
657,25,PB,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,941564574.0
658,25,PB,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2044.14
659,25,PB,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,524967.0
660,25,PB,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1061119422.0
661,25,PB,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2137.51
662,25,PB,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,506704.0
663,25,PB,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1098208794.0
664,25,PB,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2233.16
665,25,PB,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,502914.0
666,25,PB,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1157053660.0
667,25,PB,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2338.63
668,25,PB,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,514017.0
669,25,PB,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1180933013.0
670,25,PB,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2374.31
671,25,PB,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,524408.0
672,25,PB,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1225647739.0
673,25,PB,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2421.29
674,25,PB,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,502403.0
675,25,PB,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1248596120.0
676,25,PB,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,736.13
677,25,PB,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,519755.0
678,25,PB,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,370135087.0
679,25,PB,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1267.21
680,25,PB,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,523720.0
681,25,PB,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,659966885.0
682,25,PB,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3365.37
683,25,PB,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,686443.0
684,25,PB,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2295475191.0
685,26,PE,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,843.32
686,26,PE,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,518956.0
687,26,PE,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,304053138.0
688,26,PE,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,793.24
689,26,PE,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,633500.0
690,26,PE,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,442466890.0
691,26,PE,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,765.91
692,26,PE,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,860546.0
693,26,PE,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,599409419.0
694,26,PE,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,844.06
695,26,PE,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,905919.0
696,26,PE,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,744508843.0
697,26,PE,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,998.19
698,26,PE,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,881591.0
699,26,PE,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,904677146.0
700,26,PE,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1092.55
701,26,PE,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,1035989.0
702,26,PE,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1062895529.0
703,26,PE,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1169.25
704,26,PE,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1045268.0
705,26,PE,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1216004851.0
706,26,PE,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1334.09
707,26,PE,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,1115981.0
708,26,PE,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1466134573.0
709,26,PE,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1523.02
710,26,PE,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,1151313.0
711,26,PE,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1726095580.0
712,26,PE,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1765.35
713,26,PE,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,1147423.0
714,26,PE,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2001810016.0
715,26,PE,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1888.63
716,26,PE,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1150879.0
717,26,PE,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2170678175.0
718,26,PE,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1956.18
719,26,PE,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1116657.0
720,26,PE,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2199739475.0
721,26,PE,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2029.51
722,26,PE,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1096314.0
723,26,PE,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2284309513.0
724,26,PE,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2124.9
725,26,PE,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1154573.0
726,26,PE,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2374111329.0
727,26,PE,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2150.18
728,26,PE,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1178450.0
729,26,PE,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2489016559.0
730,26,PE,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2206.34
731,26,PE,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1127840.0
732,26,PE,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2561012986.0
733,26,PE,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,666.72
734,26,PE,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1176110.0
735,26,PE,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,751522124.0
736,26,PE,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1052.66
737,26,PE,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1191718.0
738,26,PE,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1243411930.0
739,26,PE,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3339.28
740,26,PE,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,1646342.0
741,26,PE,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5558245355.0
742,27,AL,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,877.1
743,27,AL,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,214726.0
744,27,AL,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,137724223.0
745,27,AL,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,820.89
746,27,AL,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,253745.0
747,27,AL,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,187942388.0
748,27,AL,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,769.68
749,27,AL,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,339921.0
750,27,AL,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,237778776.0
751,27,AL,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,840.26
752,27,AL,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,351402.0
753,27,AL,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,289229113.0
754,27,AL,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,995.29
755,27,AL,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,347585.0
756,27,AL,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,351696815.0
757,27,AL,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1101.29
758,27,AL,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,395459.0
759,27,AL,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,418051447.0
760,27,AL,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1185.16
761,27,AL,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,414112.0
762,27,AL,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,482955041.0
763,27,AL,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1367.97
764,27,AL,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,425094.0
765,27,AL,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,574287768.0
766,27,AL,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1592.58
767,27,AL,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,436270.0
768,27,AL,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,684449448.0
769,27,AL,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1860.3
770,27,AL,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,438656.0
771,27,AL,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,801449280.0
772,27,AL,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1978.07
773,27,AL,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,439655.0
774,27,AL,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,871570605.0
775,27,AL,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2044.48
776,27,AL,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,418405.0
777,27,AL,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,872275136.0
778,27,AL,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2133.89
779,27,AL,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,396054.0
780,27,AL,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,853968339.0
781,27,AL,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2231.7
782,27,AL,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,405105.0
783,27,AL,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,880053947.0
784,27,AL,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2268.9
785,27,AL,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,412116.0
786,27,AL,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,922689785.0
787,27,AL,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2328.83
788,27,AL,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,387195.0
789,27,AL,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,934749645.0
790,27,AL,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,712.22
791,27,AL,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,406800.0
792,27,AL,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,277849457.0
793,27,AL,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1161.1
794,27,AL,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,415817.0
795,27,AL,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,478058254.0
796,27,AL,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3418.68
797,27,AL,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,544739.0
798,27,AL,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1848185930.0
799,28,SE,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,872.58
800,28,SE,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,113147.0
801,28,SE,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,68581861.0
802,28,SE,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,812.58
803,28,SE,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,154332.0
804,28,SE,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,103978407.0
805,28,SE,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,785.24
806,28,SE,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,189304.0
807,28,SE,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,139480028.0
808,28,SE,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,874.67
809,28,SE,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,187470.0
810,28,SE,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,164180652.0
811,28,SE,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1044.98
812,28,SE,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,179875.0
813,28,SE,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,192078898.0
814,28,SE,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1131.01
815,28,SE,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,220175.0
816,28,SE,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,228065256.0
817,28,SE,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1196.34
818,28,SE,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,230418.0
819,28,SE,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,272641222.0
820,28,SE,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1362.44
821,28,SE,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,253124.0
822,28,SE,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,330596140.0
823,28,SE,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1555.12
824,28,SE,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,268330.0
825,28,SE,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,407888109.0
826,28,SE,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1769.66
827,28,SE,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,270941.0
828,28,SE,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,471592186.0
829,28,SE,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1851.19
830,28,SE,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,281231.0
831,28,SE,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,515810850.0
832,28,SE,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1887.34
833,28,SE,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,269296.0
834,28,SE,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,515941367.0
835,28,SE,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1932.34
836,28,SE,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,267362.0
837,28,SE,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,524631919.0
838,28,SE,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2005.2
839,28,SE,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,278772.0
840,28,SE,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,541722824.0
841,28,SE,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2014.01
842,28,SE,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,292319.0
843,28,SE,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,573259657.0
844,28,SE,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2047.54
845,28,SE,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,280015.0
846,28,SE,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,589398837.0
847,28,SE,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,615.66
848,28,SE,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,286867.0
849,28,SE,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,171739533.0
850,28,SE,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,935.98
851,28,SE,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,287136.0
852,28,SE,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,268159806.0
853,28,SE,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3338.61
854,28,SE,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,392016.0
855,28,SE,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1309763782.0
856,29,BA,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,864.13
857,29,BA,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,838963.0
858,29,BA,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,532684471.0
859,29,BA,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,820.21
860,29,BA,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,1067291.0
861,29,BA,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,751361024.0
862,29,BA,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,783.95
863,29,BA,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,1391245.0
864,29,BA,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1006377304.0
865,29,BA,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,855.9
866,29,BA,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,1411662.0
867,29,BA,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1204402913.0
868,29,BA,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1011.33
869,29,BA,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,1372763.0
870,29,BA,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1423078114.0
